year;num;dept;insee_code;commune_name;date_alerte;covered_surface;forest_surface;surface_maquis_garrigues;other_surface_not_forest;area_surface;other_surfaces;other_wooded_land_area;natural_non_wooded_areas;non_wooded_areas;non_forested_areas;accuracy_surface;fireLargerThan1;people_type;reason;motif;RCCI_intervention;damage_or_building_affected;number_of_death;numberBuildingTotallyDestroyed;numberBuildingPartiallyDestroyed;Hygometry;average_wind_speed;wind_direction;temperature;reliable_data
2005;5189;34;34162;Montagnac;01/07/2005 01:30;1200000;100000;100000;;;;;;;1000000;;Oui;4;Probable;Malveillance;;;;;;;;;;
2005;5389;13;13051;Lançon-Provence;01/07/2005 09:39;6260000;2270000;3560000;;;;;;;430000;;Oui;1;Probable;Malveillance;;;;;;;;;;
2005;6864;83;83148;Vidauban;01/07/2005 14:12;1000000;952500;0;;;;;;;47500;;Oui;4;Certaine;Accidentelle;;;;;;;;;;
2005;6865;83;83086;Muy (Le);01/07/2005 15:50;1900000;1733000;0;;;;;;;167000;;Non;4;Probable;Malveillance;;;;;;;;;;
2005;6781;6;6161;Villeneuve-Loubet;05/07/2005 10:55;1140000;45000;1095000;;;;;;;0;;Oui;;Inconnue;;;;;;;;;;;
2005;6890;83;83107;Roquebrune-sur-Argens;05/07/2005 13:48;7350000;6760000;0;;;;;;;590000;;Oui;5;Probable;Malveillance;;;;;;;;;;
2005;7598;83;83095;Pontevès;21/07/2005 16:46;2310000;2310000;0;;;;;;;0;;Oui;5;Certaine;Accidentelle;;;;;;;;;;
2005;7532;30;30088;Combas;22/07/2005 10:09;2180000;1884500;0;;;;;;;295500;;Oui;4;Probable;Malveillance;;;;;;;;;;
2005;6818;66;66033;Camélas;22/07/2005 14:10;2400000;2400000;0;;;;;;;0;;Oui;3;Inconnue;;;;;;;;;;;
2005;6585;11;11322;Roquefort-des-Corbières;22/07/2005 15:03;6704652;1885000;4819652;;;;;;;0;;Non;4;Probable;Malveillance;;;;;;;;;;
2005;6911;7;7023;Balazuc;03/08/2005 16:16;2790000;0;2790000;;;;;;;0;;Oui;1;Probable;Malveillance;;;;;;30;40;N;28;
2005;7504;13;13005;Aubagne;04/08/2005 15:00;1190000;1060000;130000;;;;;;;0;;Oui;4;Inconnue;;;;;;;;;;;
2005;7741;83;83098;Pradet (Le);04/08/2005 15:50;1588000;1555000;0;;;;;;;33000;;Oui;3;Probable;Malveillance;;;;;;;;;;
2005;7509;13;13103;Salon-de-Provence;04/08/2005 19:34;2830000;960000;1570000;;;;;;;300000;;Non;1;Probable;Malveillance;;;;;;;;;;
2005;7510;13;13001;Aix-en-Provence;05/08/2005 18:28;5200000;2580000;710000;;;;;;;1910000;;Oui;4;Probable;Malveillance;;;;;;;;;;
2005;8362;4;4190;Saint-Martin-les-Eaux;07/08/2005 13:07;4370000;3730000;250000;;;;;;;390000;;Oui;1;Probable;Malveillance;;;;;;;;;;
2005;8361;4;4081;Esparron-de-Verdon;07/08/2005 14:09;20130000;14100000;1340000;;;;;;;4690000;;Oui;1;Probable;Malveillance;;;;;;;;;;
2005;7272;7;7162;Montréal;08/08/2005 14:27;5750000;600000;5150000;;;;;;;0;;Oui;1;Probable;Malveillance;;;;;;20;18;N;28;
2005;7897;7;7329;Valgorge;20/08/2005 05:41;1140000;140000;1000000;;;;;;;0;;Oui;1;Probable;Malveillance;;;;;;40;9;NO;26;
2005;8323;66;66201;Tarerach;22/08/2005 14:13;19700000;19700000;0;;;;;;;0;;Oui;3;Inconnue;;;;;;;;;;;
2005;8070;11;11441;Vinassan;22/08/2005 22:16;1350059;0;1350059;;;;;;;0;;Non;1;Certaine;Malveillance;;;;;;;;;;
2006;6731;13;13087;Rousset;30/05/2006 12:45;1480000;0;1480000;;;;;;;0;;;1;Probable;Malveillance;;;;;;;;;;
2006;6108;66;66053;Collioure;31/05/2006 15:12;2200000;500000;1700000;;;;;;;0;;Oui;3;Certaine;Involontaire (particulier);;;;;;;;;;
2006;111;29;29044;Dinéault;06/06/2006 18:51;3500000;850000;;2650000;;;2650000;0;0;0;;;;;Malveillance;;;;;;;;;;
2006;7067;2B;2B184;Olcani;18/06/2006 14:09;1450000;0;700000;;;;;;;750000;;Oui;1;Certaine;Involontaire (particulier);;;;;;;;;;
2006;9175;83;83120;Saint-Zacharie;21/07/2006 14:54;2500000;2500000;0;;;;;;;0;;Oui;1;Certaine;Involontaire (particulier);;;;;;;;;;
2006;9281;34;34328;Vendémian;01/08/2006 21:46;4300000;0;0;;;;;;;0;;;1;Probable;Malveillance;;;;;;;;;;
2006;9394;34;34183;Nissan-lez-Enserune;05/08/2006 11:28;1590000;0;0;;;;;;;0;;;4;Inconnue;;;;;;;;;;;
2006;10742;11;11098;Conilhac-Corbières;10/08/2006 16:20;1101600;636900;464700;;;;;;;0;;Non;4;Inconnue;;;;;;;;;;;
2006;11036;66;66127;Opoul-Périllos;10/08/2006 19:40;3000000;0;3000000;;;;;;;0;;Oui;1;Probable;Malveillance;;;;;;;;;;
2006;10645;83;83004;Arcs (Les);12/08/2006 11:15;1350000;1350000;0;;;;;;;0;;Oui;3;Probable;Malveillance;;;;;;;;;;
2006;10743;11;11253;Montolieu;13/08/2006 16:26;1426200;436000;850000;;;;;;;140200;;Non;1;Certaine;Involontaire (particulier);;;;;;;;;;
2006;11778;2B;2B049;Calenzana;30/08/2006 14:50;1432100;0;0;;;;;;;0;;Oui;1;Probable;Malveillance;;;;;;;;;;
2006;4683;9;9057;Biert;29/12/2006 14:00;2070000;1240000;;830000;;;830000;0;0;0;;;;;Accidentelle;;;;;;;;;;
2007;5524;83;83085;Motte (La);26/06/2007 16:05;4620000;4620000;0;;;;;;;0;;Oui;5;Certaine;Involontaire (particulier);;;;;;;;;;
2007;6244;83;83133;Tanneron;04/07/2007 17:53;4350000;4350000;0;;;;;;;0;;Non;1;Certaine;Accidentelle;;;;;;;;;;
2007;6245;83;83086;Muy (Le);04/07/2007 18:24;1600000;1570000;0;;;;;;;30000;;Oui;5;Certaine;Involontaire (travaux);;;;;;;;;;
2007;8185;83;83001;Adrets-de-l'Estérel (Les);16/07/2007 12:01;3000000;3000000;0;;;;;;;0;;Non;5;Certaine;Accidentelle;;;;;;;;;;
2007;8172;6;6072;Ilonse;24/07/2007 15:40;1050000;950000;25000;;;;;;;75000;;Non;4;Inconnue;;;;;;;;;;;
2007;8234;83;83999;Commune inconnue;24/07/2007 16:15;3650000;3650000;0;;;;;;;0;;Oui;1;Probable;Involontaire (particulier);;;;;;;;;;
2007;6981;66;66231;Vingrau;25/07/2007 16:44;2100000;0;2100000;;;;;;;0;;Oui;1;Certaine;Accidentelle;;;;;;;;;;
2007;8012;30;30338;Vallérargues;05/08/2007 16:59;1300000;0;0;;;;;;;0;;Oui;6;Probable;Malveillance;;;;;;;;;;
2007;8271;4;4094;Gréoux-les-Bains;09/08/2007 16:38;1750000;1020000;650000;;;;;;;80000;;Oui;1;Inconnue;;;;;;;;;;;
2007;8385;11;11014;Armissan;16/08/2007 21:36;1632040;719840;912200;;;;;;;0;;Non;4;Probable;Malveillance;;;;;;;;;;
2007;10273;2B;2B177;Noceta;26/09/2007 11:20;2040000;0;0;;;;;;;0;;Oui;1;Certaine;Malveillance;;;;;;;;;;
2007;11579;4;4202;Sausses;04/11/2007 06:52;1400000;260000;110000;;;;;;;1030000;;Oui;1;Probable;Malveillance;;;;;;;;;;
2007;11695;83;83115;Sainte-Maxime;14/11/2007 17:10;2680000;2680000;0;;;;;;;0;;Oui;1;Certaine;Malveillance;;;;;;;;;;
2007;11847;84;84044;Entrechaux;20/11/2007 11:53;1000000;1000000;0;;;;;;;0;;Oui;;Certaine;Involontaire (particulier);;;;;;;;;;
2008;3771;7;7315;Souche (La);30/01/2008 14:22;1222639;0;1222639;;;;;;;0;;Oui;1;Probable;Malveillance;;;;;;;;;;
2008;281;9;9302;Suc-et-Sentenac;13/02/2008 07:05;1200000;300000;;900000;;;300000;600000;0;600000;;;;;;;;;;;;;;;
2008;681;56;56032;Campénéac;10/04/2008 15:21;3500000;3500000;;0;;;0;0;0;0;;;;;Involontaire (particulier);;;;;;;;;;
2008;5962;83;83999;Commune inconnue;08/08/2008 10:30;4150000;420000;3730000;;;;;;;0;;Non;1;Certaine;Naturelle;;;;;;;;;;
2008;6595;11;11332;Saint-André-de-Roquelongue;28/08/2008 17:25;8124400;2377700;5315700;;;;;;;431000;;Non;4;Certaine;Involontaire (travaux);;;;;;;;;;
2009;154;65;65344;Ossun;13/03/2009 18:10;1660000;0;;1660000;;;50000;1610000;0;1610000;;;;;Malveillance;;;;;;;;;;
2009;126;12;12260;Sauclières;20/03/2009 12:00;1000000;350000;;650000;;;350000;300000;0;300000;;;;;Involontaire (travaux);;;;;;;;;;
2009;336;9;9031;Axiat;20/03/2009 13:39;2920000;1820000;;1100000;;;0;1100000;0;1100000;;;;;;;;;;;;;;;
2009;182;65;65344;Ossun;22/03/2009 13:53;1200000;0;;1200000;;;20000;1180000;0;1180000;;;;;Malveillance;;;;;;;;;;
2009;277;56;56032;Campénéac;01/04/2009 11:21;1400000;1400000;;0;;;0;0;0;0;;;;;Accidentelle;;;;;;;;;;
2009;4441;40;40180;Meilhan;28/06/2009 15:07;1930000;1930000;;0;;;0;;;0;;;;;Naturelle;;;;;;;;;;
2009;8161;13;13055;Marseille;22/07/2009 13:34;10650000;6280000;4370000;;;;;;;0;;Oui;;Certaine;Accidentelle;;;;;;;;;;
2009;9682;2A;2A209;Peri;23/07/2009 05:06;7498000;0;0;;;;;;;0;;Non;1;Probable;Malveillance;;;;;;;;;;
2009;9699;2A;2A272;Sartène;23/07/2009 13:25;12010000;0;0;;;;;;;0;;Non;1;Certaine;Accidentelle;;;;;;;;;;
2009;10450;2A;2A118;Fozzano;23/07/2009 13:26;32210000;0;0;;;;;;;0;;Non;1;Probable;Accidentelle;;;;;;;;;;
2009;10035;83;83086;Muy (Le);03/08/2009 16:47;2100000;2000000;0;;;;;;;100000;;Oui;4;Certaine;Malveillance;;;;;;;;;;
2009;11927;34;34328;Vendémian;02/10/2009 16:43;11900000;1900000;10000000;;;;;;;0;;Non;1;Certaine;Involontaire (travaux);;;;;;;;;;
2009;913;16;16237;Mouton;06/10/2009 01:42;2000000;0;;2000000;;;2000000;0;0;0;;;;;Involontaire (travaux);;;;;;;;;;
2009;13626;66;66220;Valcebollère;16/10/2009 14:08;1700000;1700000;0;;;;;;;0;;Oui;1;Certaine;Accidentelle;;;;;;;;;;
2010;99;65;65400;Salles;18/03/2010 16:21;1000000;1000000;;0;;;0;0;0;0;;;;;Involontaire (travaux);;;;;;;;;;
2010;4096;40;40107;Garrosse;12/04/2010 15:11;1307300;1300100;;0;;;0;;;7200;;;;;;;;;;;;;;;
2010;4147;54;54152;Damelevières;29/04/2010 00:00;1000000;1000000;;0;;;0;0;0;0;;;;;;;;;;;;;;;Données partielles ou non valides
2010;3562;33;33527;Teich (Le);29/04/2010 14:07;1111000;1111000;;0;;;0;;;0;;;;;Involontaire (travaux);;;;;;;;;;
2010;6663;13;13026;Châteauneuf-les-Martigues;24/07/2010 20:47;9150000;;;;;;;;;;;;;;;;;;;;;;;;
2010;6290;11;11014;Armissan;29/07/2010 14:50;2251460;1112400;1139060;;;;;;;0;;Non;4;Probable;Malveillance;;;;;;;;;;
2010;8474;34;34341;Villeveyrac;30/08/2010 13:45;4070000;1070000;370000;;;;;;;2630000;;Non;1;Inconnue;;;;;;;;;;;
2010;8346;34;34102;Fontanès;30/08/2010 15:58;25440000;22330000;530000;;;;;;;2580000;;Non;4;Probable;Malveillance;;;;;;;;;;
2010;8696;13;13022;Cassis;30/08/2010 20:36;1860000;1860000;0;;;;;;;0;;Oui;;Inconnue;;;;;;;;;;;
2010;3940;40;40287;Sanguinet;03/09/2010 14:04;1708000;1356900;;0;;;0;;;351100;;;;;;;;;;;;;;;
2010;4180;974;97415;Saint-Paul;11/10/2010 00:00;7800000;7800000;;0;;;0;0;;0;;;;;;;;;;;;;;;Données partielles ou non valides
2011;12151;7;7025;Barnas;07/02/2011 13:07;1350000;0;1350000;;;;;;;0;;Oui;1;Inconnue;;;;;;;;;;;
2011;3065;24;24079;Cantillac;13/04/2011 19:23;1300000;1300000;;0;;;0;;;0;;;;;;;;;;;;;;;
2011;7716;13;13039;Fos-sur-Mer;01/07/2011 15:00;1210000;100000;800000;;;;;;;310000;;Oui;;Inconnue;;;;;;;;;;;
2011;3552;33;33214;Lacanau;02/07/2011 13:29;3064700;1500000;;0;;;0;;;1564700;;;;;;;;;;;;;;;
2011;4130;40;40167;Luxey;04/07/2011 15:32;1080600;1015600;;0;;;0;;;65000;;;;;;;;;;;;;;;
2011;8963;66;66231;Vingrau;09/08/2011 12:37;2500000;1200000;1300000;;;;;;;0;;Oui;1;Probable;Malveillance;;;;;;;;;;
2011;8903;48;48117;Pourcharesses;21/08/2011 16:30;1700000;0;0;;;;;;;0;;Oui;;Probable;Involontaire (particulier);;;;;;;;;;
2011;9743;66;66095;Latour-de-Carol;09/09/2011 15:58;1100000;1100000;0;;;;;;;0;;Oui;5;Probable;Malveillance;;;;;;;;;;
2011;3309;33;33449;Saint-Médard-en-Jalles;28/09/2011 15:52;1081700;1081700;;0;;;0;;;0;;;;;Accidentelle;;;;;;;;;;
2011;10380;2B;2B213;Pianello;05/10/2011 11:00;3484400;;;;;;;;;;;;;;;;;;;;;;;;
2011;10224;34;34213;Poussan;07/10/2011 06:30;1022000;10000;1012000;;;;;;;0;;Oui;1;Certaine;Malveillance;Oui;;;;;;;;;
2011;10274;34;34020;Azillanet;09/10/2011 19:31;1114000;350000;720000;;;;;;;44000;;Oui;1;Probable;Malveillance;Oui;;;;;;;;;
2011;4478;974;97415;Saint-Paul;25/10/2011 14:50;27000000;27000000;;0;;;0;0;0;0;Estimées;;;;;;;;;;;;;;
2011;11648;2B;2B355;Volpajola;15/12/2011 13:34;1700000;;;;;;;;;;;;;;;;;;;;;;;;
2012;3945;65;65017;Aragnouet;14/01/2012 15:53;1600000;0;;1600000;;;1600000;0;0;0;;;;;;;;;;;;;;;
2012;3944;65;65344;Ossun;12/02/2012 15:03;1300000;0;;1300000;;;1300000;0;0;0;;;;;;;;;;;;;;;
2012;7254;4;4214;Tartonne;29/02/2012 21:24;1050000;270000;780000;;;;;;;0;;Oui;5;Certaine;Involontaire (particulier);;;;;;;;;;
2012;5857;48;48117;Pourcharesses;05/03/2012 11:41;1050000;0;0;;;;;;;0;;Non;;Certaine;Involontaire (particulier);;;;;;;;;;
2012;3943;65;65117;Cadeilhan-Trachère;16/03/2012 19:59;1000000;0;;1000000;;;1000000;0;0;0;;;;;;;;;;;;;;;
2012;11903;66;66023;Bouleternère;18/07/2012 17:00;1700000;0;1700000;;;;;;;;;Oui;1;Probable;Malveillance;;;;;;;;;;
2012;10973;34;34183;Nissan-lez-Enserune;22/07/2012 16:51;1850000;214800;313500;;;;;;;1321700;;Oui;4;Probable;Involontaire (particulier);Oui;;;;;;30;NO;;
2012;3369;33;33214;Lacanau;16/08/2012 12:39;6380000;6380000;;0;;;0;;;0;;;;;;;;;;;;;;;
2012;549;9;9139;Hospitalet-près-l'Andorre (L');18/08/2012 09:50;5200000;200000;;5000000;;;0;5000000;0;5000000;Mesurées;;;;Accidentelle;;;;;;;;;;
2012;12063;13;13067;Orgon;26/08/2012 02:37;7380000;4840000;0;;;;;;;2540000;;Oui;5;Certaine;Malveillance;Oui;;;;;40;35;N;25;
2012;560;9;9114;Erp;24/12/2012 18:05;1000000;200000;;800000;;;0;800000;0;800000;Estimées;;;;;;;;;;;;;;
2013;1122;40;40135;Labrit;28/02/2013 12:49;2234000;1425500;;0;;;0;;;808500;;;;;Malveillance;;;;;;;;;;
2013;505;65;65057;Azereix;10/03/2013 11:48;1440000;0;;1440000;;;1440000;0;0;0;Mesurées;;;;;;;;;;;;;;
2013;3195;11;11145;Fleury;25/06/2013 14:15;2470400;70400;2400000;;;;;;;;;;4;Certaine;Malveillance;Oui;;;;;;;;;
2013;6803;2B;2B123;Ghisonaccia;17/09/2013 07:38;1828300;;91400;;;;;;;1736900;;Oui;1;Certaine;Accidentelle;Oui;;;;;;;;;
2014;1199;33;33095;Captieux;23/04/2014 16:02;1000000;300000;;0;;;0;;;700000;;;;;Involontaire (particulier);;;;;;;;;;
2014;5020;11;11198;Laure-Minervois;17/07/2014 13:34;1303800;380500;894300;;;;;;;29000;;;;Certaine;Accidentelle;Oui;;;;;;;;;
2014;5485;11;11285;Peyriac-de-Mer;30/07/2014 11:22;3099000;510000;2559000;;;;;;;30000;;;;Probable;Malveillance;Oui;;;;;;;;;
2014;7256;2B;2B049;Calenzana;13/10/2014 15:28;1918821;0;1918821;;;;;;;0;;Oui;1;Certaine;Malveillance;Oui;;;;;44;25;SO;26;
2014;7316;2B;2B007;Albertacce;21/10/2014 01:09;4281937;0;1280000;;;;;;;3001937;;Oui;1;Probable;Malveillance;Non;;;;;;20;;;
2014;7464;2B;2B340;Velone-Orneto;22/10/2014 11:30;1093835;200000;893835;;;;;;;0;;Non;1;Probable;Malveillance;Oui;;;;;25;43;N;19;
2014;7465;2B;2B319;Talasani;22/10/2014 12:30;5418965;5298965;0;;;;;;;120000;;Oui;3;Probable;Malveillance;Oui;;;;;25;43;N;19;
2015;1056;72;72213;Mulsanne;10/07/2015 14:42;1070000;1070000;;0;;;0;0;0;0;Estimées;;;;;;;;;;;;;;
2015;4558;1;1378;Saint-Maurice-de-Gourdans;16/07/2015 15:47;3710000;1200000;;2510000;;;1300000;1210000;0;1210000;Estimées;;;;Involontaire (particulier);;;;;;;;;;
2015;994;28;28014;Aunay-sous-Crécy;16/07/2015 17:15;1020000;0;;20000;;;20000;0;1000000;1000000;Estimées;;;;;;;;;;;;;;
2015;4551;42;42053;Châteauneuf;17/07/2015 12:59;1050000;1000000;;50000;;;0;50000;0;50000;Estimées;;;;Involontaire (travaux);;;;;;;;;;
2015;538;21;21166;Chenôve;21/07/2015 14:50;1061500;737400;;322600;;;0;322600;1500;324100;Mesurées;;;;;;;;;;;;;;
2015;2772;71;71076;Chalon-sur-Saône;22/07/2015 17:25;1000000;0;;1000000;;;1000000;0;0;0;Mesurées;;;;;;;;;;;;;;
2015;1862;33;33422;Saint-Jean-d'Illac;24/07/2015 14:25;5629600;5629600;;0;;;0;;;0;;;;;;;;;;;;;;;
2015;7953;6;6130;Saint-Vallier-de-Thiey;29/07/2015 16:02;1956500;220000;1496500;;;;;;;240000;;Oui;4;Probable;Involontaire (particulier);Non;;;;;;;;;
2015;1246;69;69018;Beaujeu;06/08/2015 16:45;1000000;500000;;500000;;;500000;0;0;0;Mesurées;;;;;;;;;;;;;;
2015;9527;2A;2A345;Vero;30/08/2015 14:20;1000000;;1000000;;;;;;;;;;;;;;;;;;;;;;
2015;9427;6;6083;Menton;09/09/2015 12:26;1265600;;1265600;;;;;;;;;Oui;1;Probable;Malveillance;Oui;;;;;;;;;
2015;9721;66;66048;Cerbère;17/09/2015 21:45;1300000;300000;1000000;;;;;;;;;Oui;1;Probable;Malveillance;Oui;;;;;62;35;NO;18;
2015;1427;9;9136;Gourbit;12/11/2015 08:40;1200000;800000;;400000;;;0;400000;0;400000;Estimées;;;;;;;;;;;;;;
2015;1440;9;9325;Vaychis;22/12/2015 16:05;3500000;300000;;3200000;;;0;3200000;0;3200000;Estimées;;;;;;;;;;;;;;
2015;1456;9;9136;Gourbit;28/12/2015 07:55;3500000;500000;;3000000;;;0;3000000;0;3000000;Estimées;;;;;;;;;;;;;;
2016;7936;6;6023;Breil-sur-Roya;03/02/2016 22:04;1015200;642500;372700;;;;;;;;;Oui;5;Inconnue;;Non;;;;;71;;NO;7;
2016;7925;6;6013;Belvédère;04/02/2016 13:11;2602200;380000;2222200;;;;;;;;;Oui;1;Certaine;Malveillance;Oui;;;;;44;40;O;12;
2016;2725;49;49045;Breille-les-Pins (La);14/05/2016 06:00;1500000;1500000;;0;;;0;0;0;0;Mesurées;;;;Accidentelle;;;;;;;;;;
2016;6636;13;13001;Aix-en-Provence;14/06/2016 12:40;1226300;726300;;;;;;;;500000;;Oui;;Inconnue;;Oui;;;;;;;;;
2016;7160;66;66016;Banyuls-sur-Mer;19/06/2016 14:51;1200000;200000;1000000;;;;;;;;;Oui;1;Probable;Involontaire (particulier);Oui;;;;;44;54;NO;21;
2016;7559;11;11212;Mailhac;13/07/2016 13:29;3391439;1246200;1406900;;;;;;;738339;;;;Probable;Accidentelle;Oui;;;;;;;;;
2016;7906;13;13026;Châteauneuf-les-Martigues;13/07/2016 21:43;1000000;1000000;;;;;;;;;;Oui;;Probable;Malveillance;;;;;;;;;;
2016;7561;11;11040;Bizanet;14/07/2016 14:08;7162701;331800;6830901;;;;;;;;;;;Certaine;Malveillance;Oui;;;;;;;;;
2016;7934;13;13033;Ensuès-la-Redonne;15/07/2016 15:15;4000000;4000000;;;;;;;;;;Oui;;Inconnue;;;;;;;;;;;
2016;8670;83;83045;Correns;18/07/2016 12:52;6320000;5620000;560000;;;;;;;140000;;Oui;4;Probable;Malveillance;Oui;;;;;22;12;SO;32;
2016;9818;13;13039;Fos-sur-Mer;10/08/2016 11:56;7110000;3100000;4010000;;;;;;;;;Oui;;Probable;Accidentelle;Oui;;;;;;;;;
2016;8961;34;34234;Roquessels;10/08/2016 14:04;1960000;930000;1000000;;;;;;;30000;;Oui;1;Probable;Involontaire (particulier);Oui;;;;;;;;;
2016;9821;13;13081;Rognac;10/08/2016 15:09;26630000;26630000;;;;;;;;;;Oui;4;Certaine;Involontaire (particulier);Oui;;;;;;;;;
2016;9472;66;66111;Montalba-le-Château;11/08/2016 07:52;13083700;800000;11997100;;;;;;;286600;;Oui;1;Probable;Malveillance;Oui;;;;;51;35;NO;17;
2016;10209;2B;2B029;Barbaggio;24/08/2016 00:16;5533800;5283800;100000;;;;;;;150000;;;2;Probable;Malveillance;Oui;;;;;;;;;
2016;10428;11;11270;Padern;05/09/2016 15:34;7890300;314600;7225700;;;;;;;350000;;;;Certaine;Accidentelle;;;;;;;;;;
2016;11122;13;13055;Marseille;05/09/2016 17:21;3030000;780000;2250000;;;;;;;;;Oui;1;Certaine;Malveillance;Oui;;;;;;;;;
2016;10688;34;34070;Cébazan;07/09/2016 14:40;1031000;800000;200000;;;;;;;31000;;Oui;1;Probable;Involontaire (particulier);Oui;;;;;;;;;
